Year,seaLevel
16465,43.353
16466,43.356
16467,43.359
16468,43.362
16469,43.365
16470,43.368
16471,43.371
16472,43.374
16473,43.377
16474,43.38
16475,43.383
16476,43.386
16477,43.389
16478,43.392
16479,43.395
16480,43.398
16481,43.401
16482,43.404
16483,43.407
16484,43.41
16485,43.413
16486,43.416
16487,43.419
16488,43.422
16489,43.425
16490,43.428
16491,43.431
16492,43.434
16493,43.437
16494,43.44
16495,43.443
16496,43.446
16497,43.449
16498,43.452
16499,43.455
16500,43.458
16501,43.461
16502,43.464
16503,43.467
16504,43.47
16505,43.473
16506,43.476
16507,43.479
16508,43.482
16509,43.485
16510,43.488
16511,43.491
16512,43.494
16513,43.497
16514,43.5
16515,43.503
16516,43.506
16517,43.509
16518,43.512
16519,43.515
16520,43.518
16521,43.521
16522,43.524
16523,43.527
16524,43.53
16525,43.533
16526,43.536
16527,43.539
16528,43.542
16529,43.545
16530,43.548
16531,43.551
16532,43.554
16533,43.557
16534,43.56
16535,43.563
16536,43.566
16537,43.569
16538,43.572
16539,43.575
16540,43.578
16541,43.581
16542,43.584
16543,43.587
16544,43.59
16545,43.593
16546,43.596
16547,43.599
16548,43.602
16549,43.605
16550,43.608
16551,43.611
16552,43.614
16553,43.617
16554,43.62
16555,43.623
16556,43.626
16557,43.629
16558,43.632
16559,43.635
16560,43.638
16561,43.641
16562,43.644
16563,43.647
16564,43.65
16565,43.653
16566,43.656
16567,43.659
16568,43.662
16569,43.665
16570,43.668
16571,43.671
16572,43.674
16573,43.677
16574,43.68
16575,43.683
16576,43.686
16577,43.689
16578,43.692
16579,43.695
16580,43.698
16581,43.701
16582,43.704
16583,43.707
16584,43.71
16585,43.713
16586,43.716
16587,43.719
16588,43.722
16589,43.725
16590,43.728
16591,43.731
16592,43.734
16593,43.737
16594,43.74
16595,43.743
16596,43.746
16597,43.749
16598,43.752
16599,43.755
16600,43.758
16601,43.761
16602,43.764
16603,43.767
16604,43.77
16605,43.773
16606,43.776
16607,43.779
16608,43.782
16609,43.785
16610,43.788
16611,43.791
16612,43.794
16613,43.797
16614,43.8
16615,43.803
16616,43.806
16617,43.809
16618,43.812
16619,43.815
16620,43.818
16621,43.821
16622,43.824
16623,43.827
16624,43.83
16625,43.833
16626,43.836
16627,43.839
16628,43.842
16629,43.845
16630,43.848
16631,43.851
16632,43.854
16633,43.857
16634,43.86
16635,43.863
16636,43.866
16637,43.869
16638,43.872
16639,43.875
16640,43.878
16641,43.881
16642,43.884
16643,43.887
16644,43.89
16645,43.893
16646,43.896
16647,43.899
16648,43.902
16649,43.905
16650,43.908
16651,43.911
16652,43.914
16653,43.917
16654,43.92
16655,43.923
16656,43.926
16657,43.929
16658,43.932
16659,43.935
16660,43.938
16661,43.941
16662,43.944
16663,43.947
16664,43.95
16665,43.953
16666,43.956
16667,43.959
16668,43.962
16669,43.965
16670,43.968
16671,43.971
16672,43.974
16673,43.977
16674,43.98
16675,43.983
16676,43.986
16677,43.989
16678,43.992
16679,43.995
16680,43.998
16681,44.001
16682,44.004
16683,44.007
16684,44.01
16685,44.013
16686,44.016
16687,44.019
16688,44.022
16689,44.025
16690,44.028
16691,44.031
16692,44.034
16693,44.037
16694,44.04
16695,44.043
16696,44.046
16697,44.049
16698,44.052
16699,44.055
16700,44.058
16701,44.061
16702,44.064
16703,44.067
16704,44.07
16705,44.073
16706,44.076
16707,44.079
16708,44.082
16709,44.085
16710,44.088
16711,44.091
16712,44.094
16713,44.097
16714,44.1
16715,44.103
16716,44.106
16717,44.109
16718,44.112
16719,44.115
16720,44.118
16721,44.121
16722,44.124
16723,44.127
16724,44.13
16725,44.133
16726,44.136
16727,44.139
16728,44.142
16729,44.145
16730,44.148
16731,44.151
16732,44.154
16733,44.157
16734,44.16
16735,44.163
16736,44.166
16737,44.169
16738,44.172
16739,44.175
16740,44.178
16741,44.181
16742,44.184
16743,44.187
16744,44.19
16745,44.193
16746,44.196
16747,44.199
16748,44.202
16749,44.205
16750,44.208
16751,44.211
16752,44.214
16753,44.217
16754,44.22
16755,44.223
16756,44.226
16757,44.229
16758,44.232
16759,44.235
16760,44.238
16761,44.241
16762,44.244
16763,44.247
16764,44.25
16765,44.253
16766,44.256
16767,44.259
16768,44.262
16769,44.265
16770,44.268
16771,44.271
16772,44.274
16773,44.277
16774,44.28
16775,44.283
16776,44.286
16777,44.289
16778,44.292
16779,44.295
16780,44.298
16781,44.301
16782,44.304
16783,44.307
16784,44.31
16785,44.313
16786,44.316
16787,44.319
16788,44.322
16789,44.325
16790,44.328
16791,44.331
16792,44.334
16793,44.337
16794,44.34
16795,44.343
16796,44.346
16797,44.349
16798,44.352
16799,44.355
16800,44.358
16801,44.361
16802,44.364
16803,44.367
16804,44.37
16805,44.373
16806,44.376
16807,44.379
16808,44.382
16809,44.385
16810,44.388
16811,44.391
16812,44.394
16813,44.397
16814,44.4
16815,44.403
16816,44.406
16817,44.409
16818,44.412
16819,44.415
16820,44.418
16821,44.421
16822,44.424
16823,44.427
16824,44.43
16825,44.433
16826,44.436
16827,44.439
16828,44.442
16829,44.445
16830,44.448
16831,44.451
16832,44.454
16833,44.457
16834,44.46
16835,44.463
16836,44.466
16837,44.469
16838,44.472
16839,44.475
16840,44.478
16841,44.481
16842,44.484
16843,44.487
16844,44.49
16845,44.493
16846,44.496
16847,44.499
16848,44.502
16849,44.505
16850,44.508
16851,44.511
16852,44.514
16853,44.517
16854,44.52
16855,44.523
16856,44.526
16857,44.529
16858,44.532
16859,44.535
16860,44.538
16861,44.541
16862,44.544
16863,44.547
16864,44.55
16865,44.553
16866,44.556
16867,44.559
16868,44.562
16869,44.565
16870,44.568
16871,44.571
16872,44.574
16873,44.577
16874,44.58
16875,44.583
16876,44.586
16877,44.589
16878,44.592
16879,44.595
16880,44.598
16881,44.601
16882,44.604
16883,44.607
16884,44.61
16885,44.613
16886,44.616
16887,44.619
16888,44.622
16889,44.625
16890,44.628
16891,44.631
16892,44.634
16893,44.637
16894,44.64
16895,44.643
16896,44.646
16897,44.649
16898,44.652
16899,44.655
16900,44.658
16901,44.661
16902,44.664
16903,44.667
16904,44.67
16905,44.673
16906,44.676
16907,44.679
16908,44.682
16909,44.685
16910,44.688
16911,44.691
16912,44.694
16913,44.697
16914,44.7
16915,44.703
16916,44.706
16917,44.709
16918,44.712
16919,44.715
16920,44.718
16921,44.721
16922,44.724
16923,44.727
16924,44.73
16925,44.733
16926,44.736
16927,44.739
16928,44.742
16929,44.745
16930,44.748
16931,44.751
16932,44.754
16933,44.757
16934,44.76
16935,44.763
16936,44.766
16937,44.769
16938,44.772
16939,44.775
16940,44.778
16941,44.781
16942,44.784
16943,44.787
16944,44.79
16945,44.793
16946,44.796
16947,44.799
16948,44.802
16949,44.805
16950,44.808
16951,44.811
16952,44.814
16953,44.817
16954,44.82
16955,44.823
16956,44.826
16957,44.829
16958,44.832
16959,44.835
16960,44.838
16961,44.841
16962,44.844
16963,44.847
16964,44.85
16965,44.853
16966,44.856
16967,44.859
16968,44.862
16969,44.865
16970,44.868
16971,44.871
16972,44.874
16973,44.877
16974,44.88
16975,44.883
16976,44.886
16977,44.889
16978,44.892
16979,44.895
16980,44.898
16981,44.901
16982,44.904
16983,44.907
16984,44.91
16985,44.913
16986,44.916
16987,44.919
16988,44.922
16989,44.925
16990,44.928
16991,44.931
16992,44.934
16993,44.937
16994,44.94
16995,44.943
16996,44.946
16997,44.949
16998,44.952
16999,44.955
17000,44.958
17001,44.961
17002,44.964
17003,44.967
17004,44.97
17005,44.973
17006,44.976
17007,44.979
17008,44.982
17009,44.985
17010,44.988
17011,44.991
17012,44.994
17013,44.997
17014,45
17015,45.003
17016,45.006
17017,45.009
17018,45.012
17019,45.015
17020,45.018
17021,45.021
17022,45.024
17023,45.027
17024,45.03
17025,45.033
17026,45.036
17027,45.039
17028,45.042
17029,45.045
17030,45.048
17031,45.051
17032,45.054
17033,45.057
17034,45.06
17035,45.063
17036,45.066
17037,45.069
17038,45.072
17039,45.075
17040,45.078
17041,45.081
17042,45.084
17043,45.087
17044,45.09
17045,45.093
17046,45.096
17047,45.099
17048,45.102
17049,45.105
17050,45.108
17051,45.111
17052,45.114
17053,45.117
17054,45.12
17055,45.123
17056,45.126
17057,45.129
17058,45.132
17059,45.135
17060,45.138
17061,45.141
17062,45.144
17063,45.147
17064,45.15
17065,45.153
17066,45.156
17067,45.159
17068,45.162
17069,45.165
17070,45.168
17071,45.171
17072,45.174
17073,45.177
17074,45.18
17075,45.183
17076,45.186
17077,45.189
17078,45.192
17079,45.195
17080,45.198
17081,45.201
17082,45.204
17083,45.207
17084,45.21
17085,45.213
17086,45.216
17087,45.219
17088,45.222
17089,45.225
17090,45.228
17091,45.231
17092,45.234
17093,45.237
17094,45.24
17095,45.243
17096,45.246
17097,45.249
17098,45.252
17099,45.255
17100,45.258
17101,45.261
17102,45.264
17103,45.267
17104,45.27
17105,45.273
17106,45.276
17107,45.279
17108,45.282
17109,45.285
17110,45.288
17111,45.291
17112,45.294
17113,45.297
17114,45.3
17115,45.303
17116,45.306
17117,45.309
17118,45.312
17119,45.315
17120,45.318
17121,45.321
17122,45.324
17123,45.327
17124,45.33
17125,45.333
17126,45.336
17127,45.339
17128,45.342
17129,45.345
17130,45.348
17131,45.351
17132,45.354
17133,45.357
17134,45.36
17135,45.363
17136,45.366
17137,45.369
17138,45.372
17139,45.375
17140,45.378
17141,45.381
17142,45.384
17143,45.387
17144,45.39
17145,45.393
17146,45.396
17147,45.399
17148,45.402
17149,45.405
17150,45.408
17151,45.411
17152,45.414
17153,45.417
17154,45.42
17155,45.423
17156,45.426
17157,45.429
17158,45.432
17159,45.435
17160,45.438
17161,45.441
17162,45.444
17163,45.447
17164,45.45
17165,45.453
17166,45.456
17167,45.459
17168,45.462
17169,45.465
17170,45.468
17171,45.471
17172,45.474
17173,45.477
17174,45.48
17175,45.483
17176,45.486
17177,45.489
17178,45.492
17179,45.495
17180,45.498
17181,45.501
17182,45.504
17183,45.507
17184,45.51
17185,45.513
17186,45.516
17187,45.519
17188,45.522
17189,45.525
17190,45.528
17191,45.531
17192,45.534
17193,45.537
17194,45.54
17195,45.543
17196,45.546
17197,45.549
17198,45.552
17199,45.555
17200,45.558
17201,45.561
17202,45.564
17203,45.567
17204,45.57
17205,45.573
17206,45.576
17207,45.579
17208,45.582
17209,45.585
17210,45.588
17211,45.591
17212,45.594
17213,45.597
17214,45.6
17215,45.603
17216,45.606
17217,45.609
17218,45.612
17219,45.615
17220,45.618
17221,45.621
17222,45.624
17223,45.627
17224,45.63
17225,45.633
17226,45.636
17227,45.639
17228,45.642
17229,45.645
17230,45.648
17231,45.651
17232,45.654
17233,45.657
17234,45.66
17235,45.663
17236,45.666
17237,45.669
17238,45.672
17239,45.675
17240,45.678
17241,45.681
17242,45.684
17243,45.687
17244,45.69
17245,45.693
17246,45.696
17247,45.699
17248,45.702
17249,45.705
17250,45.708
17251,45.711
17252,45.714
17253,45.717
17254,45.72
17255,45.723
17256,45.726
17257,45.729
17258,45.732
17259,45.735
17260,45.738
17261,45.741
17262,45.744
17263,45.747
17264,45.75
17265,45.753
17266,45.756
17267,45.759
17268,45.762
17269,45.765
17270,45.768
17271,45.771
17272,45.774
17273,45.777
17274,45.78
17275,45.783
17276,45.786
17277,45.789
17278,45.792
17279,45.795
17280,45.798
17281,45.801
17282,45.804
17283,45.807
17284,45.81
17285,45.813
17286,45.816
17287,45.819
17288,45.822
17289,45.825
17290,45.828
17291,45.831
17292,45.834
17293,45.837
17294,45.84
17295,45.843
17296,45.846
17297,45.849
17298,45.852
17299,45.855
17300,45.858
17301,45.861
17302,45.864
17303,45.867
17304,45.87
17305,45.873
17306,45.876
17307,45.879
17308,45.882
17309,45.885
17310,45.888
17311,45.891
17312,45.894
17313,45.897
17314,45.9
17315,45.903
17316,45.906
17317,45.909
17318,45.912
17319,45.915
17320,45.918
17321,45.921
17322,45.924
17323,45.927
17324,45.93
17325,45.933
17326,45.936
17327,45.939
17328,45.942
17329,45.945
17330,45.948
17331,45.951
17332,45.954
17333,45.957
17334,45.96
17335,45.963
17336,45.966
17337,45.969
17338,45.972
17339,45.975
17340,45.978
17341,45.981
17342,45.984
17343,45.987
17344,45.99
17345,45.993
17346,45.996
17347,45.999
17348,46.002
17349,46.005
17350,46.008
17351,46.011
17352,46.014
17353,46.017
17354,46.02
17355,46.023
17356,46.026
17357,46.029
17358,46.032
17359,46.035
17360,46.038
17361,46.041
17362,46.044
17363,46.047
17364,46.05
17365,46.053
17366,46.056
17367,46.059
17368,46.062
17369,46.065
17370,46.068
17371,46.071
17372,46.074
17373,46.077
17374,46.08
17375,46.083
17376,46.086
17377,46.089
17378,46.092
17379,46.095
17380,46.098
17381,46.101
17382,46.104
17383,46.107
17384,46.11
17385,46.113
17386,46.116
17387,46.119
17388,46.122
17389,46.125
17390,46.128
17391,46.131
17392,46.134
17393,46.137
17394,46.14
17395,46.143
17396,46.146
17397,46.149
17398,46.152
17399,46.155
17400,46.158
17401,46.161
17402,46.164
17403,46.167
17404,46.17
17405,46.173
17406,46.176
17407,46.179
17408,46.182
17409,46.185
17410,46.188
17411,46.191
17412,46.194
17413,46.197
17414,46.2
17415,46.203
17416,46.206
17417,46.209
17418,46.212
17419,46.215
17420,46.218
17421,46.221
17422,46.224
17423,46.227
17424,46.23
17425,46.233
17426,46.236
17427,46.239
17428,46.242
17429,46.245
17430,46.248
17431,46.251
17432,46.254
17433,46.257
17434,46.26
17435,46.263
17436,46.266
17437,46.269
17438,46.272
17439,46.275
17440,46.278
17441,46.281
17442,46.284
17443,46.287
17444,46.29
17445,46.293
17446,46.296
17447,46.299
17448,46.302
17449,46.305
17450,46.308
17451,46.311
17452,46.314
17453,46.317
17454,46.32
17455,46.323
17456,46.326
17457,46.329
17458,46.332
17459,46.335
17460,46.338
17461,46.341
17462,46.344
17463,46.347
17464,46.35
17465,46.353
17466,46.356
17467,46.359
17468,46.362
17469,46.365
17470,46.368
17471,46.371
17472,46.374
17473,46.377
17474,46.38
17475,46.383
17476,46.386
17477,46.389
17478,46.392
17479,46.395
17480,46.398
17481,46.401
17482,46.404
17483,46.407
17484,46.41
17485,46.413
17486,46.416
17487,46.419
17488,46.422
17489,46.425
17490,46.428
17491,46.431
17492,46.434
17493,46.437
17494,46.44
17495,46.443
17496,46.446
17497,46.449
17498,46.452
17499,46.455
17500,46.458
17501,46.461
17502,46.464
17503,46.467
17504,46.47
17505,46.473
17506,46.476
17507,46.479
17508,46.482
17509,46.485
17510,46.488
17511,46.491
17512,46.494
17513,46.497
17514,46.5
17515,46.503
17516,46.506
17517,46.509
17518,46.512
17519,46.515
17520,46.518
17521,46.521
17522,46.524
17523,46.527
17524,46.53
17525,46.533
17526,46.536
17527,46.539
17528,46.542
17529,46.545
17530,46.548
17531,46.551
17532,46.554
17533,46.557
17534,46.56
17535,46.563
17536,46.566
17537,46.569
17538,46.572
17539,46.575
17540,46.578
17541,46.581
17542,46.584
17543,46.587
17544,46.59
17545,46.593
17546,46.596
17547,46.599
17548,46.602
17549,46.605
17550,46.608
17551,46.611
17552,46.614
17553,46.617
17554,46.62
17555,46.623
17556,46.626
17557,46.629
17558,46.632
17559,46.635
17560,46.638
17561,46.641
17562,46.644
17563,46.647
17564,46.65
17565,46.653
17566,46.656
17567,46.659
17568,46.662
17569,46.665
17570,46.668
17571,46.671
17572,46.674
17573,46.677
17574,46.68
17575,46.683
17576,46.686
17577,46.689
17578,46.692
17579,46.695
17580,46.698
17581,46.701
17582,46.704
17583,46.707
17584,46.71
17585,46.713
17586,46.716
17587,46.719
17588,46.722
17589,46.725
17590,46.728
17591,46.731
17592,46.734
17593,46.737
17594,46.74
17595,46.743
17596,46.746
17597,46.749
17598,46.752
17599,46.755
17600,46.758
17601,46.761
17602,46.764
17603,46.767
17604,46.77
17605,46.773
17606,46.776
17607,46.779
17608,46.782
17609,46.785
17610,46.788
17611,46.791
17612,46.794
17613,46.797
17614,46.8
17615,46.803
17616,46.806
17617,46.809
17618,46.812
17619,46.815
17620,46.818
17621,46.821
17622,46.824
17623,46.827
17624,46.83
17625,46.833
17626,46.836
17627,46.839
17628,46.842
17629,46.845
17630,46.848
17631,46.851
17632,46.854
17633,46.857
17634,46.86
17635,46.863
17636,46.866
17637,46.869
17638,46.872
17639,46.875
17640,46.878
17641,46.881
17642,46.884
17643,46.887
17644,46.89
17645,46.893
17646,46.896
17647,46.899
17648,46.902
17649,46.905
17650,46.908
17651,46.911
17652,46.914
17653,46.917
17654,46.92
17655,46.923
17656,46.926
17657,46.929
17658,46.932
17659,46.935
17660,46.938
17661,46.941
17662,46.944
17663,46.947
17664,46.95
17665,46.953
17666,46.956
17667,46.959
17668,46.962
17669,46.965
17670,46.968
17671,46.971
17672,46.974
17673,46.977
17674,46.98
17675,46.983
17676,46.986
17677,46.989
17678,46.992
17679,46.995
17680,46.998
17681,47.001
17682,47.004
17683,47.007
17684,47.01
17685,47.013
17686,47.016
17687,47.019
17688,47.022
17689,47.025
17690,47.028
17691,47.031
17692,47.034
17693,47.037
17694,47.04
17695,47.043
17696,47.046
17697,47.049
17698,47.052
17699,47.055
17700,47.058
17701,47.061
17702,47.064
17703,47.067
17704,47.07
17705,47.073
17706,47.076
17707,47.079
17708,47.082
17709,47.085
17710,47.088
17711,47.091
17712,47.094
17713,47.097
17714,47.1
17715,47.103
17716,47.106
17717,47.109
17718,47.112
17719,47.115
17720,47.118
17721,47.121
17722,47.124
17723,47.127
17724,47.13
17725,47.133
17726,47.136
17727,47.139
17728,47.142
17729,47.145
17730,47.148
17731,47.151
17732,47.154
17733,47.157
17734,47.16
17735,47.163
17736,47.166
17737,47.169
17738,47.172
17739,47.175
17740,47.178
17741,47.181
17742,47.184
17743,47.187
17744,47.19
17745,47.193
17746,47.196
17747,47.199
17748,47.202
17749,47.205
17750,47.208
17751,47.211
17752,47.214
17753,47.217
17754,47.22
17755,47.223
17756,47.226
17757,47.229
17758,47.232
17759,47.235
17760,47.238
17761,47.241
17762,47.244
17763,47.247
17764,47.25
17765,47.253
17766,47.256
17767,47.259
17768,47.262
17769,47.265
17770,47.268
17771,47.271
17772,47.274
17773,47.277
17774,47.28
17775,47.283
17776,47.286
17777,47.289
17778,47.292
17779,47.295
17780,47.298
17781,47.301
17782,47.304
17783,47.307
17784,47.31
17785,47.313
17786,47.316
17787,47.319
17788,47.322
17789,47.325
17790,47.328
17791,47.331
17792,47.334
17793,47.337
17794,47.34
17795,47.343
17796,47.346
17797,47.349
17798,47.352
17799,47.355
17800,47.358
17801,47.361
17802,47.364
17803,47.367
17804,47.37
17805,47.373
17806,47.376
17807,47.379
17808,47.382
17809,47.385
17810,47.388
17811,47.391
17812,47.394
17813,47.397
17814,47.4
17815,47.403
17816,47.406
17817,47.409
17818,47.412
17819,47.415
17820,47.418
17821,47.421
17822,47.424
17823,47.427
17824,47.43
17825,47.433
17826,47.436
17827,47.439
17828,47.442
17829,47.445
17830,47.448
17831,47.451
17832,47.454
17833,47.457
17834,47.46
17835,47.463
17836,47.466
17837,47.469
17838,47.472
17839,47.475
17840,47.478
17841,47.481
17842,47.484
17843,47.487
17844,47.49
17845,47.493
17846,47.496
17847,47.499
17848,47.502
17849,47.505
17850,47.508
17851,47.511
17852,47.514
17853,47.517
17854,47.52
17855,47.523
17856,47.526
17857,47.529
17858,47.532
17859,47.535
17860,47.538
17861,47.541
17862,47.544
17863,47.547
17864,47.55
17865,47.553
17866,47.556
17867,47.559
17868,47.562
17869,47.565
17870,47.568
17871,47.571
17872,47.574
17873,47.577
17874,47.58
17875,47.583
17876,47.586
17877,47.589
17878,47.592
17879,47.595
17880,47.598
17881,47.601
17882,47.604
17883,47.607
17884,47.61
17885,47.613
17886,47.616
17887,47.619
17888,47.622
17889,47.625
17890,47.628
17891,47.631
17892,47.634
17893,47.637
17894,47.64
17895,47.643
17896,47.646
17897,47.649
17898,47.652
17899,47.655
17900,47.658
17901,47.661
17902,47.664
17903,47.667
17904,47.67
17905,47.673
17906,47.676
17907,47.679
17908,47.682
17909,47.685
17910,47.688
17911,47.691
17912,47.694
17913,47.697
17914,47.7
17915,47.703
17916,47.706
17917,47.709
17918,47.712
17919,47.715
17920,47.718
17921,47.721
17922,47.724
17923,47.727
17924,47.73
17925,47.733
17926,47.736
17927,47.739
17928,47.742
17929,47.745
17930,47.748
17931,47.751
17932,47.754
17933,47.757
17934,47.76
17935,47.763
17936,47.766
17937,47.769
17938,47.772
17939,47.775
17940,47.778
17941,47.781
17942,47.784
17943,47.787
17944,47.79
17945,47.793
17946,47.796
17947,47.799
17948,47.802
17949,47.805
17950,47.808
17951,47.811
17952,47.814
17953,47.817
17954,47.82
17955,47.823
17956,47.826
17957,47.829
17958,47.832
17959,47.835
17960,47.838
17961,47.841
17962,47.844
17963,47.847
17964,47.85
17965,47.853
17966,47.856
17967,47.859
17968,47.862
17969,47.865
17970,47.868
17971,47.871
17972,47.874
17973,47.877
17974,47.88
17975,47.883
17976,47.886
17977,47.889
17978,47.892
17979,47.895
17980,47.898
17981,47.901
17982,47.904
17983,47.907
17984,47.91
17985,47.913
17986,47.916
17987,47.919
17988,47.922
17989,47.925
17990,47.928
17991,47.931
17992,47.934
17993,47.937
17994,47.94
17995,47.943
17996,47.946
17997,47.949
17998,47.952
17999,47.955
18000,47.958
18001,47.961
18002,47.964
18003,47.967
18004,47.97
18005,47.973
18006,47.976
18007,47.979
18008,47.982
18009,47.985
18010,47.988
18011,47.991
18012,47.994
18013,47.997
18014,48
18015,48.003
18016,48.006
18017,48.009
18018,48.012
18019,48.015
18020,48.018
18021,48.021
18022,48.024
18023,48.027
18024,48.03
18025,48.033
18026,48.036
18027,48.039
18028,48.042
18029,48.045
18030,48.048
18031,48.051
18032,48.054
18033,48.057
18034,48.06
18035,48.063
18036,48.066
18037,48.069
18038,48.072
18039,48.075
18040,48.078
18041,48.081
18042,48.084
18043,48.087
18044,48.09
18045,48.093
18046,48.096
18047,48.099
18048,48.102
18049,48.105
18050,48.108
18051,48.111
18052,48.114
18053,48.117
18054,48.12
18055,48.123
18056,48.126
18057,48.129
18058,48.132
18059,48.135
18060,48.138
18061,48.141
18062,48.144
18063,48.147
18064,48.15
18065,48.153
18066,48.156
18067,48.159
18068,48.162
18069,48.165
18070,48.168
18071,48.171
18072,48.174
18073,48.177
18074,48.18
18075,48.183
18076,48.186
18077,48.189
18078,48.192
18079,48.195
18080,48.198
18081,48.201
18082,48.204
18083,48.207
18084,48.21
18085,48.213
18086,48.216
18087,48.219
18088,48.222
18089,48.225
18090,48.228
18091,48.231
18092,48.234
18093,48.237
18094,48.24
18095,48.243
18096,48.246
18097,48.249
18098,48.252
18099,48.255
18100,48.258
18101,48.261
18102,48.264
18103,48.267
18104,48.27
18105,48.273
18106,48.276
18107,48.279
18108,48.282
18109,48.285
18110,48.288
18111,48.291
18112,48.294
18113,48.297
18114,48.3
18115,48.303
18116,48.306
18117,48.309
18118,48.312
18119,48.315
18120,48.318
18121,48.321
18122,48.324
18123,48.327
18124,48.33
18125,48.333
18126,48.336
18127,48.339
18128,48.342
18129,48.345
18130,48.348
18131,48.351
18132,48.354
18133,48.357
18134,48.36
18135,48.363
18136,48.366
18137,48.369
18138,48.372
18139,48.375
18140,48.378
18141,48.381
18142,48.384
18143,48.387
18144,48.39
18145,48.393
18146,48.396
18147,48.399
18148,48.402
18149,48.405
18150,48.408
18151,48.411
18152,48.414
18153,48.417
18154,48.42
18155,48.423
18156,48.426
18157,48.429
18158,48.432
18159,48.435
18160,48.438
18161,48.441
18162,48.444
18163,48.447
18164,48.45
18165,48.453
18166,48.456
18167,48.459
18168,48.462
18169,48.465
18170,48.468
18171,48.471
18172,48.474
18173,48.477
18174,48.48
18175,48.483
18176,48.486
18177,48.489
18178,48.492
18179,48.495
18180,48.498
18181,48.501
18182,48.504
18183,48.507
18184,48.51
18185,48.513
18186,48.516
18187,48.519
18188,48.522
18189,48.525
18190,48.528
18191,48.531
18192,48.534
18193,48.537
18194,48.54
18195,48.543
18196,48.546
18197,48.549
18198,48.552
18199,48.555
18200,48.558
18201,48.561
18202,48.564
18203,48.567
18204,48.57
18205,48.573
18206,48.576
18207,48.579
18208,48.582
18209,48.585
18210,48.588
18211,48.591
18212,48.594
18213,48.597
18214,48.6
18215,48.603
18216,48.606
18217,48.609
18218,48.612
18219,48.615
18220,48.618
18221,48.621
18222,48.624
18223,48.627
18224,48.63
18225,48.633
18226,48.636
18227,48.639
18228,48.642
18229,48.645
18230,48.648
18231,48.651
18232,48.654
18233,48.657
18234,48.66
18235,48.663
18236,48.666
18237,48.669
18238,48.672
18239,48.675
18240,48.678
18241,48.681
18242,48.684
18243,48.687
18244,48.69
18245,48.693
18246,48.696
18247,48.699
18248,48.702
18249,48.705
18250,48.708
18251,48.711
18252,48.714
18253,48.717
18254,48.72
18255,48.723
18256,48.726
18257,48.729
18258,48.732
18259,48.735
18260,48.738
18261,48.741
18262,48.744
18263,48.747
18264,48.75
18265,48.753
18266,48.756
18267,48.759
18268,48.762
18269,48.765
18270,48.768
18271,48.771
18272,48.774
18273,48.777
18274,48.78
18275,48.783
18276,48.786
18277,48.789
18278,48.792
18279,48.795
18280,48.798
18281,48.801
18282,48.804
18283,48.807
18284,48.81
18285,48.813
18286,48.816
18287,48.819
18288,48.822
18289,48.825
18290,48.828
18291,48.831
18292,48.834
18293,48.837
18294,48.84
18295,48.843
18296,48.846
18297,48.849
18298,48.852
18299,48.855
18300,48.858
18301,48.861
18302,48.864
18303,48.867
18304,48.87
18305,48.873
18306,48.876
18307,48.879
18308,48.882
18309,48.885
18310,48.888
18311,48.891
18312,48.894
18313,48.897
18314,48.9
18315,48.903
18316,48.906
18317,48.909
18318,48.912
18319,48.915
18320,48.918
18321,48.921
18322,48.924
18323,48.927
18324,48.93
18325,48.933
18326,48.936
18327,48.939
18328,48.942
18329,48.945
18330,48.948
18331,48.951
18332,48.954
18333,48.957
18334,48.96
18335,48.963
18336,48.966
18337,48.969
18338,48.972
18339,48.975
18340,48.978
18341,48.981
18342,48.984
18343,48.987
18344,48.99
18345,48.993
18346,48.996
18347,48.999
18348,49.002
18349,49.005
18350,49.008
18351,49.011
18352,49.014
18353,49.017
18354,49.02
18355,49.023
18356,49.026
18357,49.029
18358,49.032
18359,49.035
18360,49.038
18361,49.041
18362,49.044
18363,49.047
18364,49.05
18365,49.053
18366,49.056
18367,49.059
18368,49.062
18369,49.065
18370,49.068
18371,49.071
18372,49.074
18373,49.077
18374,49.08
18375,49.083
18376,49.086
18377,49.089
18378,49.092
18379,49.095
18380,49.098
18381,49.101
18382,49.104
18383,49.107
18384,49.11
18385,49.113
18386,49.116
18387,49.119
18388,49.122
18389,49.125
18390,49.128
18391,49.131
18392,49.134
18393,49.137
18394,49.14
18395,49.143
18396,49.146
18397,49.149
18398,49.152
18399,49.155
18400,49.158
18401,49.161
18402,49.164
18403,49.167
18404,49.17
18405,49.173
18406,49.176
18407,49.179
18408,49.182
18409,49.185
18410,49.188
18411,49.191
18412,49.194
18413,49.197
18414,49.2
18415,49.203
18416,49.206
18417,49.209
18418,49.212
18419,49.215
18420,49.218
18421,49.221
18422,49.224
18423,49.227
18424,49.23
18425,49.233
18426,49.236
18427,49.239
18428,49.242
18429,49.245
18430,49.248
18431,49.251
18432,49.254
18433,49.257
18434,49.26
18435,49.263
18436,49.266
18437,49.269
18438,49.272
18439,49.275
18440,49.278
18441,49.281
18442,49.284
18443,49.287
18444,49.29
18445,49.293
18446,49.296
18447,49.299
18448,49.302
18449,49.305
18450,49.308
18451,49.311
18452,49.314
18453,49.317
18454,49.32
18455,49.323
18456,49.326
18457,49.329
18458,49.332
18459,49.335
18460,49.338
18461,49.341
18462,49.344
18463,49.347
